Station;Long_DD;Lat_DD;Bot_depth;Bot_depth_GIS;Location;Survey;Site_Statu;Site_start;Site_end;note;Region;Program;DataAvaila;POINT_X;POINT_Y;workarea;Organization;CreationDate;Creator;EditDate;Editor;x;y
20643 Outlet;-127.5814722;51.46599077;;;;FGS_R;;;;;Calvert;KWP;;-127.5814722;51.46599077;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.58147219999996;51.46599077000008
20718 Outlet;-127.5355037;51.49191435;;;;FGS_R;;;;;Calvert;KWP;;-127.5354522;51.49256097;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.53550369799996;51.491914347000034
20720 Outlet;-127.516309;51.53529035;;1;;FGS_R;;;;;Calvert;KWP;;-127.516309;51.53529035;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.51630899999998;51.53529035000008
20722 Outlet;-127.514507;51.568533;;;;FGS_R;;;;;Calvert;KWP;;-127.514507;51.568533;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.51450699999998;51.56853300000006
20726 Outlet;-127.4746435;51.62398351;;;;FGS_R;;;;;Calvert;KWP;;-127.4739012;51.62539163;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.47464349999996;51.62398351000007
20727 Outlet;-127.4515056;51.6311479;;;;FGS_R;;;;;Calvert;KWP;;-127.4513114;51.63217451;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.45150559999996;51.63114790000003
20741 Outlet;-127.355236;51.65092098;;;;FGS_R;;;;;Calvert;KWP;;-127.355236;51.65092098;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.355236;51.65092098000008
20747 Outlet;-127.3125451;51.66651659;;0;;FGS_R;;;;;Calvert;KWP;;-127.312707;51.66678284;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.31254509999997;51.66651659000007
20754 Outlet;-127.260025;51.67008301;;;;FGS_R;;;;;Calvert;KWP;;-127.260025;51.67008301;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.26002499999998;51.67008301000004
20760 Outlet;-127.29010062;51.68757028;;0;;FGS_R;;;;;Calvert;KWP;;-127.2908758;51.68685604;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.29010062099997;51.68757027800007
20771K Outlet;-127.33;51.75;;;;FGS_R;;;;;Calvert;KWP;;-127.33;51.75;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.32999999999998;51.75000000000006
20771C Outlet;-127.33;51.73;;;;FGS_R;;;;;Calvert;KWP;;-127.33;51.73;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.32999999999998;51.730000000000075
20938 Outlet;-127.504727;51.646504;;;;FGS_R;;;;;Calvert;KWP;;-127.504727;51.646504;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.50472699999996;51.64650400000005
20940 Outlet;-127.5495886;51.64135546;;0;;FGS_R;;;;;Calvert;KWP;;-127.5495886;51.64135546;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.5495886;51.64135546000006
20947 Outlet;-127.6145751;51.55613009;;;;FGS_R;;;;;Calvert;KWP;;-127.6145751;51.55613009;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.61457509999995;51.55613009000007
20952 Outlet;-127.68748856;51.53699434;;;;FGS_R;;;;;Calvert;KWP;;-127.69;51.54232598;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.68748856199994;51.53699433500003
20954 Outlet;-127.74660099;51.53764893;;;;FGS_R;;;;;Calvert;KWP;;-127.7481217;51.53834741;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.74660098699997;51.53764893200008
20980 Outlet;-127.71540418;51.63594984;;;;FGS_R;;;;;Calvert;KWP;;-127.7026732;51.64901114;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.71540417899996;51.63594984100007
26812 Outlet;-127.6022895;51.54839196;;;;FGS_R;;;;;Calvert;KWP;;-127.6017837;51.54866346;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.60228949999998;51.54839196000006
WANNOCK WR01;-127.234528;51.679021;;;;FGS_R;;;;;Calvert;KWP;;-127.234528;51.679021;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.23452799999995;51.679021000000034
WANNOCK WR02;-127.234705;51.678755;;;;FGS_R;;;;;Calvert;KWP;;-127.234705;51.678755;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.23470499999996;51.67875500000008
WANNOCK WR03;-127.230947;51.679182;;;;FGS_R;;;;;Calvert;KWP;;-127.230947;51.679182;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.23094699999996;51.679182000000026
4745 Outlet;-125.0524639;50.38295134;;;;FGS_B;;;;;Quadra;KWP;;-125.0524639;50.38295134;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.05246389999996;50.382951340000034
4767 Outlet;-124.97230017;50.4994299;;29;;FGS_B;;;;;Quadra;KWP;;-124.9729957;50.49966217;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.97230016999998;50.49942989600004
4805 Outlet;-124.8525849;50.66516765;;;;FGS_B;;;;;Quadra;KWP;;-124.8525849;50.66516765;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.85258489999995;50.66516765000006
4809 Outlet;-124.857651;50.681452;;7;;FGS_B;;;;;Quadra;KWP;;-124.857651;50.681452;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.85765099999998;50.68145200000003
4829 Outlet;-124.8621035;50.76016793;;;;FGS_B;;;;;Quadra;KWP;;-124.8621035;50.76016793;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.8621035;50.76016793000008
4848 Outlet;-124.86409407;50.82459527;;0;;FGS_B;;;;;Quadra;KWP;;-124.8642314;50.82454647;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.86409407099995;50.82459526700006
4889 Outlet;-124.8648929;50.89506983;;31;;FGS_B;;;;;Quadra;KWP;;-124.8648929;50.89506983;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.86489289999996;50.89506983000006
4914 Outlet;-124.98080536;50.81257045;;;;FGS_B;;;;;Quadra;KWP;;-124.9791145;50.81203354;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.980805364;50.81257044900008
4968 Outlet;-124.9086626;50.62269162;;1;;FGS_B;;;;;Quadra;KWP;;-124.9107447;50.62132249;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.90866260299998;50.622691616000054
5005 Outlet;-125.10704129;50.46889608;;76;;FGS_B;;;;;Quadra;KWP;;-125.1056525;50.46911101;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.10704129299997;50.46889607900005
8395 Outlet;-125.23815654;50.26222979;;1;;FGS_B;;;;;Quadra;KWP;;-125.2383459;50.26225585;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.23815653599996;50.26222978700008
8405 Outlet;-125.1877146;50.16526914;;26;;FGS_B;;;;;Quadra;KWP;;-125.1864978;50.1661984;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.1877146;50.16526913600006
8407 Outlet;-125.21889338;50.13961804;;1;;FGS_B;;;;;Quadra;KWP;;-125.220507;50.139409;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.21889338299997;50.13961804000007
9245 Outlet;-125.1815014;50.26057589;;;;FGS_B;;;;;Quadra;KWP;;-125.1815014;50.26057589;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.18150139999996;50.26057589000004
9257 Outlet;-125.1100661;50.30372982;;;;FGS_B;;;;;Quadra;KWP;;-125.1100661;50.30372982;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.11006609999998;50.30372982000006
9265 Outlet;-125.1335566;50.24265837;;;;FGS_B;;;;;Quadra;KWP;;-125.1335566;50.24265837;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.13355659999996;50.24265837000007
9572 Outlet;-125.24295028;50.32071674;;;;FGS_B;;;;;Quadra;KWP;;-125.2429932;50.32047287;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.24295028499996;50.320716739000034
HOMATHKO HOMA1;-124.8682698;50.95302393;;;;FGS_B;;;;;Quadra;KWP;;-124.8682698;50.95302393;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.86826979999996;50.95302393000003
HOMATHKO HOMA2;-124.900683;50.9564;;;;FGS_B;;;;;Quadra;KWP;;-124.900683;50.9564;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.90068299999996;50.95640000000003
HOMATHKO HOMA3;-124.918908;50.9894678;;;;FGS_B;;;;;Quadra;KWP;;-124.918908;50.9894678;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.918908;50.98946780000006
CAMPCREEK WATERINTAKE;-124.8647;50.954283;;;;FGS_B;;;;;Quadra;KWP;;-124.8647;50.954283;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.86469999999996;50.95428300000003
CUMSACK CSMK1;-124.897433;50.9341;;;;FGS_B;;;;;Quadra;KWP;;-124.897433;50.9341;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.89743299999998;50.93410000000006
Teaquahan TEAQ1;-124.8188728;50.94935227;;;;FGS_B;;;;;Quadra;KWP;;-124.8188728;50.94935227;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.81887279999997;50.94935227000008
Teaquahan TEAQ2;-124.8202371;50.94805001;;;;FGS_B;;;;;Quadra;KWP;;-124.8202371;50.94805001;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.8202371;50.94805001000003
Southgate SGTE1;-124.76765;50.890367;;;;FGS_B;;;;;Quadra;KWP;;-124.76765;50.890367;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.76764999999996;50.890367000000026
Southgate SGTE2;-124.754228;50.887635;;;;FGS_B;;;;;Quadra;KWP;;-124.754228;50.887635;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.75422799999996;50.887635000000046
Southgate SGTE3;-124.7394;50.886333;;;;FGS_B;;;;;Quadra;KWP;;-124.7394;50.886333;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.7394;50.88633300000003
Bear BEAR1;-124.95478383;50.83419839;;;;FGS_B;;;;;Quadra;KWP;;-124.954433;50.83405;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.95478383299996;50.834198394000055
Mellersh MELR1;-124.95146068;50.77617129;;;;FGS_B;;;;;Quadra;KWP;;-124.951171;50.775598;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.95146067899998;50.77617128500003
Moh  MOH1;-125.037754;50.51844;;;;FGS_B;;;;;Quadra;KWP;;-125.037754;50.51844;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.03775399999996;50.518440000000055
Paradise PDSE1;-124.953906;50.588138;;29;;FGS_B;;;;;Quadra;KWP;;-124.953906;50.588138;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.95390599999996;50.58813800000007
Hyacinthe HYAC1;-125.254017;50.133383;;;;FGS_Q;;;;;Quadra;KWP;;-125.254017;50.133383;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.25401699999998;50.13338300000004
Drew DREW1;-125.1924346;50.08821112;;;;FGS_Q;;;;;Quadra;KWP;;0;0;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.19243460299998;50.088211115000036
MCALPIN Outlet;-128.1625109;52.88895788;;;;FGS_F;;;;;Calvert;KWP;;-128.09188;52.53234;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.16251089599996;52.888957875000074
5881 LULL1;-126.0242281;50.70636849;;;;FGS_KN;;;;;Quadra;KWP;;-126.0242281;50.70636849;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.02422809999996;50.706368490000045
5322 FULL1;-125.9293932;50.56438923;;;;FGS_Kn;;;;;Quadra;KWP;;-125.9293932;50.56438923;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.9293932;50.564389230000074
5299 TUNA1;-125.9674908;50.49301348;;;;FGS_Kn;;;;;Quadra;KWP;;-125.9674908;50.49301348;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.96749079999996;50.49301348000006
5209 HEYD1;-125.5790499;50.57553762;;;;FGS_Kn;;;;;Quadra;KWP;;-125.5790499;50.57553762;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.57904989999996;50.575537620000034
5559 GLEN1;-125.7160576;50.6504792;;;;FGS_Kn;;;;;Quadra;KWP;;-125.7160576;50.6504792;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.71605759999994;50.65047920000006
5559 TOMB1;-125.7228062;50.64871363;;;;FGS_Kn;;;;;Quadra;KWP;;-125.7228062;50.64871363;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.72280619999998;50.64871363000003
5559 GLEN2;-125.7253951;50.65383001;;;;FGS_Kn;;;;;Quadra;KWP;;-125.7253951;50.65383001;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.72539509999996;50.65383001000003
Koeye KR01;-127.8086;51.77597;;;;FGS_Y;;;;;Calvert;KWP;;-127.8086;51.77597;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.80859999999996;51.77597000000003
4791 TOWER2;-124.8412;50.5952;;;;FGS_B;;;;;Quadra;KWP;;-124.8412;50.5952;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.84119999999996;50.595200000000034
4791 TRIB1US;-124.8521;50.59119;;;;FGS_B;;;;;Quadra;KWP;;-124.8521;50.59119;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.85209999999996;50.59119000000004
4791 TRIB1DS;-124.8519;50.59272;;;;FGS_B;;;;;Quadra;KWP;;-124.8519;50.59272;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.85189999999994;50.59272000000004
5209 HEYD2;-125.59561;50.57336;;;;FGS_Kn;;;;;Quadra;KWP;;-125.59561;50.57336;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.59560999999997;50.57336000000004
693 892 INLETS;-127.999103;51.64125999;;;;LAKEC;;;;;Calvert;KWP;;-127.999103;51.64125999;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.999103;51.64125999000004
693 892 INLETSE;-127.994972;51.64106302;;;;LAKEC;;;;;Calvert;KWP;;-127.994972;51.64106302;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.99497199999996;51.64106302000005
708 951 INLETW;-128.070939;51.62755399;;;;LAKEC;;;;;Calvert;KWP;;-128.070939;51.62755399;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.07093899999995;51.62755399000008
708 951 INLETS;-128.070492;51.62342104;;;;LAKEC;;;;;Calvert;KWP;;-128.070492;51.62342104;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.07049199999994;51.62342104000004
708 951 INLETSE;-128.067143;51.62476902;;;;LAKEC;;;;;Calvert;KWP;;-128.067143;51.62476902;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.067143;51.62476902000003
1015 689 INLETC;-128.052978;51.68639998;;;;LAKEC;;;;;Calvert;KWP;;-128.052978;51.68639998;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.052978;51.68639998000003
1015 689 INLETN;-128.052391;51.68987503;;;;LAKEC;;;;;Calvert;KWP;;-128.052391;51.68987503;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.05239099999994;51.68987503000005
1015 689 INLETS;-128.059045;51.68185104;;;;LAKEC;;;;;Calvert;KWP;;-128.059045;51.68185104;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.05904499999997;51.681851040000026
1015 689 INLETSE;-128.05619;51.68391801;;;;LAKEC;;;;;Calvert;KWP;;-128.05619;51.68391801;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.05618999999996;51.68391801000007
26468 Outlet;-127.9346;51.62263;;1;;FGS_R;;;;;Calvert;KWP;;-127.9346;51.62263;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-127.9346;51.62263000000007
26410 Outlet;-128.1497;51.64368;;;;FGS_R;;;;;Calvert;KWP;;-128.026062;51.64853;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.1497;51.643680000000074
703 OUTLET;-128.026062;51.64853;;;;;Active;;;;Calvert;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-128.02606199999997;51.64853000000005
BS17;-124.75428706;49.47716798;;92;Baynes Sound;Deep Bay Oceanographic Survey (Sarah Leduc);;;;South end, just south of BS7;;Ocean Acidification;;;;QUADRA;;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.75428706099996;49.47716797500004
BS1_DBOS;-124.87560345;49.61279998;;38;;Deep Bay Oceanography Survey (Sarah Leduc);;;;Close to BS1 PSF station, north end of Denman;;Ocean Acidification;;;;QUADRA;;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.87560344699996;49.61279997500003
BS14;-124.89900268;49.64500348;;37;Baynes Sound;Deep Bay Oceanography Survey (Sarah Leduc);;;;North end, near Courtenay, off Manatee Holdings;;Ocean Acidification;;;;QUADRA;;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.89900268199996;49.64500348400003
BS15;-124.85729602;49.55585386;;43;Baynes Sound;Deep Bay Oceanography Survey (Sarah Leduc);;;;Mid Channel;;Ocean Acidification;;;;QUADRA;;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.85729601999998;49.555853856000056
BS16;-124.80490536;49.51578679;;56;Baynes Sound;Deep Bay Oceanography Survey (Sarah Leduc);;;;Mid channel off mac's oysters;;Ocean Acidification;;;;QUADRA;;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.80490536399998;49.515786793000075
TO1;-124.7717;50.3033;;456;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.77169999999995;50.30330000000003
TO2;-124.735;50.3383;;502;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.73499999999996;50.33830000000006
TO3;-124.6317;50.4083;;469;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.63169999999997;50.408300000000054
TO4;-124.5267;50.42;;388;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.52669999999996;50.42000000000007
TO5;-124.4;50.4633;;195;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.39999999999998;50.46330000000006
KN1;-126.4217;50.635;;257;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.4217;50.63500000000005
KN2;-126.1833;50.655;;188;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.18329999999996;50.65500000000003
KN3;-126.0667;50.67;;183;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.06669999999995;50.67000000000007
KN4;-125.9367;50.6817;;367;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.93669999999996;50.681700000000035
KN5;-125.7833;50.6933;;420;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.78329999999994;50.69330000000008
KN6;-125.685;50.755;;523;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.68499999999996;50.755000000000045
KN7;-125.6217;50.8017;;519;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.62169999999998;50.80170000000004
KN8;-125.645;50.8717;;500;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.64499999999998;50.87170000000003
KN9;-125.5467;50.905;;423;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.5467;50.90500000000003
KN10;-125.5583;50.9767;;384;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.55829999999996;50.97670000000005
KN11;-125.5667;51.0417;;1;;Achiever 2019;;;;;;Oceanography;;;;QUADRA;Hakai;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.56669999999995;51.04170000000005
D30;-125.31317;50.291476;;43;Chonat Bay;;Active;;;;Discovery Islands;SEMSP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.31316999999996;50.291476000000046
D35;-125.267;50.45645;;27;Denham Bay;SEMSP;Active;;;;Discovery Islands;;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.26699999999994;50.456450000000075
3859 GAUGINGSTATION;-123.1464767;49.68981934;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-123.1464767;49.68981934000004
3932 GAUGINGSTATION;-123.6402206;49.42082977;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-123.64022059999996;49.42082977000006
55637 GAUGINGSTATION;-126.5785065;50.44036102;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.57850649999996;50.44036102000006
5693 GAUGINGSTATION;-125.5943604;51.14477921;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.59436039999996;51.14477921000008
59376 GAUGINGSTATION;-124.9694366;48.89250183;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.9694366;48.89250183000007
59377 GAUGINGSTATION;-124.9977798;48.91556168;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-124.9977798;48.91556168000005
59637 GAUGINGSTATION;-125.5833282;49.2508316;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.58332819999998;49.250831600000026
6192 GAUGINGSTATION;-126.1177826;51.00249863;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.11778259999994;51.00249863000005
6252 GAUGINGSTATION;-126.4749985;51.10277939;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-126.47499849999996;51.10277939000008
68539 GAUGINGSTATION;-132.138031;53.25268173;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-132.13803099999996;53.25268173000006
69781 GAUGINGSTATION;-132.2097168;53.6138916;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-132.20971679999997;53.613891600000045
73279 GAUGINGSTATION;-132.0513611;53.05730057;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-132.05136109999995;53.057300570000045
5850 OUTLET;-125.825524;50.705063;;;;FGS_KN;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;novembre 5, 2021;will.mcinnes;-125.82552399999996;50.705063000000045
